Phone Number,Message,Received,Spam
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/FZHK0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
New properties are now available in Chikan Ghar, similar to the ones that you tried contacting recently.
Click http://nobr.kr/sv/0000p0000P0000 to check them now.
Get a Personal Assistant to find a House.
Visit http://nobr.kr/sv/0000v0000d or call +0000 for more details.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava, Dombivli. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/kKY0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava, Dombivli. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/TyD0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/DKqp0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
We have initiated a refund of Rs. 0000 on your Commercial Tenant Freedom Plan. Your refund will appear on your account within 0000 working days.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Thane West for rent. Click http://nobr.kr/sv/VSCx0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Thane West for rent. Click http://nobr.kr/sv/smf0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava Downtown. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/q0000G0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Casa Bella Gold. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/VqC0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Kalyan West for rent. Click http://nobr.kr/sv/0000pqT0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Kasarvadavali, Thane West for rent. Click http://nobr.kr/sv/Vxvm0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava Downtown. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/kjmK0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Thane West for rent. Click http://nobr.kr/sv/JrYY0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Casa Bella Gold. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/SzGm0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Kopargaon, Dombivli West for rent. Click http://nobr.kr/sv/bhVS0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Vrundavan Complex for rent. Click http://nobr.kr/sv/mvxD0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Dombivli East for rent. Click http://nobr.kr/sv/wrb0000b0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Here are some PG rooms based on your recent search.
Click http://nobr.kr/sv/0000xkgb0000 to check them now.
Get a Personal Assistant to find a PG.
Visit http://nobr.kr/sv/0000v0000d or call +0000 for more details.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Thane West for rent. Click http://nobr.kr/sv/yHXGb0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You recently searched in NoBroker for 0000 BHK in Thane West for rent. Click http://nobr.kr/sv/K0000c0000 to view exclusive properties for you.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 RK in Khopat, Thane West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/hBsLd0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thakurli for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/QDc0000f0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Vasant Vihar for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/b0000ZWf0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,

We are delighted that you have recently purchased a Tenant Power paid plan from NoBroker.com. Please tell us about your experience with this 0000-second survey.
http://nobr.kr/sv/MRZyg0000

Thanks,
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Kasarvadavali, Thane West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/Nw0000fh0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Dombivali for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/dngCh0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Sukur Sapphire for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/LDjfj0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 RK in Abode Residency for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/Wrzgk0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Sukur Sapphire for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/hrDTm0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Vrindavan Society for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/Gm0000gn0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Saichandra Kalwa for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/bDYcp0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan, 
Thank you for reporting the 0000 BHK in Thane West as rented out. We would like to inform you that request has been highlighted to the concerned team. Click here www.nobroker.com for more brokerage free properties before they get rented out.
Happy House hunting to you!
Cheers,
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Thank you for reporting the 0000 BHK in Thane West as rented out. We have highlighted it to the concerned team.
Click here http://nobr.kr/sv/qYDwp0000 for more brokerage free properties before they get rented out.
NoBroker
#GoBrokerageFree",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Owala Naka for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/pqzVp0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thane for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/hnQqq0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Kalyan for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/GbCTq0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Lok Udyan Phase I for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/Q0000qr0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thane West  for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/m0000wcs0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Kalyan West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000Brt0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Mumbra for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000JD0000v0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 RK in Hans Nagar, Thane West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/ykx0000w0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thane West  for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/DHPYw0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Call Vijay from NoBroker at +0000 for a brokerage free 0000 BHK in Thane West (Rs 0000).
Property Code NB-0000
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
As discussed with NoBroker Relationship Manager, a property visit has been scheduled on 0000/0000/0000 0000:0000 PM, as per your convenience.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Kiran Kale NoBroker field relationship manager will conduct the house visit of 0000 BHK in Thane West. Please coordinate with Kiran Kale before the house visit. Meeting Details are as follows:
Name: Kiran Kale
Phone: +0000
Meeting Time: 0000/0000/0000 0000:0000 PM
Regards: Vijay Goyal",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thane West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000sh0000y0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,

I am Kiran, your Field Relationship Manager. I tried calling you on 0000, however, I couldn't get through and will definitely try back again. Meanwhile please call me back on +0000

Regards, Kiran
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Sanghvi Hills. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/W0000Cm0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Reminder 0000 - your property visit for 0000 BHK Flat  In Sanghvi Hills or Rent  In Thane West is scheduled at 0000/0000/0000 0000:0000 PM.Call the Owner 0000 hour before the scheduled Visit time to avoid any last minute changes from the Owner.
Click to see property http://nobr.kr/sv/P0000Ln0000
Click to see more details http://nobr.kr/sv/z0000DCy0000
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,

Relationship Manager Vijay messaged you 'Hi
Property not visited?
 '
To reply click http://nobr.kr/sv/WpSSy0000

NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Glorious Park for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000Sz0000z0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Dombivli for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/gwkLz0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,

Relationship Manager Vijay messaged you 'who?
 '
To reply click http://nobr.kr/sv/WpSSy0000

NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Dombivli West  for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000c0000C0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
I tried calling you, however the call didn't connect. If you are looking for a brokerage free 0000 BHK in Thane West (Rent: 0000)(link: http://nobr.kr/sv/n0000TMC0000), please give me a call on +0000 or message me on CHAT(http://nobr.kr/sv/s0000TMC0000).
Regards,
Vijay Goyal
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thane West  for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/RYQhD0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Brahmand for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/nJFKD0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Mulund West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000VXwG0000 to view them and complete your property search at the earliest.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Thane West for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/FtKGH0000 to view them and complete your property search at the earliest.
NoBroker",0
